member_a_id,member_b_id,member_a_name,member_b_name,votes_same,bills_same,mutual_sponsorships
K000148,S001141,John Kerry,Jeff Sessions,1,2,0
H000338,T000250,Orrin Hatch,John Thune,19,25,1
B001236,H001046,John Boozman,Martin Heinrich,14,24,0
K000383,V000127,Angus King,David Vitter,15,23,0
B001236,W000779,John Boozman,Ron Wyden,14,25,0
K000148,S001194,John Kerry,Brian Schatz,2,2,0
M000303,P000590,John McCain,Mark Pryor,15,23,1
B000711,P000590,Barbara Boxer,Mark Pryor,21,23,1
R000595,T000461,Marco Rubio,Patrick Toomey,16,24,1
C000567,R000146,Thad Cochran,Harry Reid,18,22,0
C000141,T000464,Benjamin Cardin,Jon Tester,21,25,3
C000560,H001061,Tom Coburn,John Hoeven,7,23,1
M000133,N000032,Edward Markey,Bill Nelson,15,16,2
B001277,M000934,Richard Blumenthal,Jerry Moran,11,21,1
C000141,W000802,Benjamin Cardin,Sheldon Whitehouse,23,25,3
B000944,L000174,Sherrod Brown,Patrick Leahy,23,24,2
P000449,W000802,Rob Portman,Sheldon Whitehouse,16,25,0
I000055,P000590,Johnny Isakson,Mark Pryor,20,25,1
A000360,B001236,Lamar Alexander,John Boozman,20,23,2
K000383,N000032,Angus King,Bill Nelson,23,23,2
H001042,U000038,Mazie Hirono,Mark Udall,22,23,3
K000384,N000032,Tim Kaine,Bill Nelson,24,24,2
J000177,R000584,Tim Johnson,Jim Risch,10,25,0
A000368,W000802,Kelly Ayotte,Sheldon Whitehouse,17,25,1
M000303,M000702,John McCain,Barbara Mikulski,14,23,0
C000286,M000702,Saxby Chambliss,Barbara Mikulski,18,24,1
R000307,T000464,Pat Roberts,Jon Tester,12,24,1
B001236,C000880,John Boozman,Michael Crapo,18,25,1
B001265,C001088,Mark Begich,Christopher Coons,21,22,2
B001261,J000177,John Barrasso,Tim Johnson,14,24,0
K000384,R000122,Tim Kaine,Jack Reed,22,24,2
B001267,H001049,Michael Bennet,Kay Hagan,23,25,2
D000607,K000383,Joe Donnelly,Angus King,22,23,2
B000711,M000934,Barbara Boxer,Jerry Moran,10,20,1
B000711,H001069,Barbara Boxer,Heidi Heitkamp,19,21,2
C001100,G000386,Jeffrey Chiesa,Charles Grassley,3,5,0
H001046,T000461,Martin Heinrich,Patrick Toomey,11,24,0
M001169,V000127,Christopher Murphy,David Vitter,15,24,0
B001236,R000122,John Boozman,Jack Reed,13,25,1
B000944,L000123,Sherrod Brown,Frank Lautenberg,3,3,2
C001088,C001099,Christopher Coons,William Cowan,6,6,2
C000174,S000320,Thomas Carper,Richard Shelby,19,25,0
L000550,M000133,Mary Landrieu,Edward Markey,13,15,2
B001277,M000639,Richard Blumenthal,Robert Menendez,25,25,4
G000359,T000464,Lindsey Graham,Jon Tester,19,25,1
J000291,P000449,Mike Johanns,Rob Portman,15,23,1
C000542,M001170,Daniel Coats,Claire McCaskill,14,21,1
D000607,M000133,Joe Donnelly,Edward Markey,14,16,2
M000355,P000590,Mitch McConnell,Mark Pryor,15,25,1
B001277,W000779,Richard Blumenthal,Ron Wyden,21,25,3
B001261,C001098,John Barrasso,Ted Cruz,17,23,1
C000880,P000449,Michael Crapo,Rob Portman,20,25,1
B001230,B001261,Tammy Baldwin,John Barrasso,12,23,0
A000360,B000944,Lamar Alexander,Sherrod Brown,14,22,0
C000141,M001176,Benjamin Cardin,Jeff Merkley,21,24,3
A000368,C000174,Kelly Ayotte,Thomas Carper,17,25,1
C001070,H001041,Bob Casey,Dean Heller,17,23,1
P000449,W000817,Rob Portman,Elizabeth Warren,14,24,0
H000338,M001111,Orrin Hatch,Patty Murray,14,22,0
B001135,C000542,Richard Burr,Daniel Coats,19,25,1
S001141,U000039,Jeff Sessions,Tom Udall,8,23,0
H001069,M000702,Heidi Heitkamp,Barbara Mikulski,22,23,2
B001265,C000127,Mark Begich,Maria Cantwell,22,23,2
C001099,P000603,William Cowan,Rand Paul,0,5,0
H001061,M001183,John Hoeven,Joe Manchin,20,24,2
A000368,M001176,Kelly Ayotte,Jeff Merkley,17,24,1
B001236,R000595,John Boozman,Marco Rubio,13,24,1
F000457,P000449,Al Franken,Rob Portman,16,25,0
K000384,R000595,Tim Kaine,Marco Rubio,9,23,0
B001261,S000033,John Barrasso,Bernard Sanders,11,23,0
G000386,W000805,Charles Grassley,Mark Warner,13,24,1
C001056,H001049,John Cornyn,Kay Hagan,12,24,1
H001041,H001061,Dean Heller,John Hoeven,16,24,1
H001041,L000174,Dean Heller,Patrick Leahy,16,24,1
H001049,U000039,Kay Hagan,Tom Udall,23,25,2
C001100,S001184,Jeffrey Chiesa,Tim Scott,2,5,0
G000386,K000148,Charles Grassley,John Kerry,0,2,0
F000062,U000038,Dianne Feinstein,Mark Udall,24,24,3
I000024,M000639,James Inhofe,Robert Menendez,9,22,0
T000250,V000127,John Thune,David Vitter,15,25,1
B001236,R000146,John Boozman,Harry Reid,15,25,0
M001176,R000584,Jeff Merkley,Jim Risch,10,24,0
S000033,W000818,Bernard Sanders,John Walsh,9,10,0
C000880,V000127,Michael Crapo,David Vitter,18,25,1
F000457,H001046,Al Franken,Martin Heinrich,23,24,2
H000338,M000133,Orrin Hatch,Edward Markey,10,16,0
J000291,N000032,Mike Johanns,Bill Nelson,14,23,0
C000127,R000584,Maria Cantwell,Jim Risch,9,25,0
K000384,T000250,Tim Kaine,John Thune,14,24,0
M001176,W000802,Jeff Merkley,Sheldon Whitehouse,21,24,3
M001153,S000148,Lisa Murkowski,Charles Schumer,21,23,2
M000133,M000355,Edward Markey,Mitch McConnell,10,16,0
F000444,H001069,Jeff Flake,Heidi Heitkamp,12,23,1
J000293,S001141,Ron Johnson,Jeff Sessions,16,23,1
B001288,P000590,Cory Booker,Mark Pryor,12,13,0
A000368,W000817,Kelly Ayotte,Elizabeth Warren,15,24,1
B001230,S000770,Tammy Baldwin,Debbie Stabenow,23,24,2
C000880,N000032,Michael Crapo,Bill Nelson,10,25,1
C001098,S000770,Ted Cruz,Debbie Stabenow,7,24,0
L000261,S001194,Carl Levin,Brian Schatz,23,23,2
B000243,K000367,Max Baucus,Amy Klobuchar,13,14,2
K000367,L000577,Amy Klobuchar,Mike Lee,5,24,0
C000567,H001046,Thad Cochran,Martin Heinrich,17,21,0
S001141,T000461,Jeff Sessions,Patrick Toomey,17,23,1
K000383,R000146,Angus King,Harry Reid,23,23,2
S000033,S000770,Bernard Sanders,Debbie Stabenow,24,24,2
C000141,W000817,Benjamin Cardin,Elizabeth Warren,23,24,3
J000291,V000127,Mike Johanns,David Vitter,16,23,1
F000463,M000934,Deb Fischer,Jerry Moran,20,20,1
P000449,R000595,Rob Portman,Marco Rubio,13,24,1
F000444,U000038,Jeff Flake,Mark Udall,11,23,0
S000033,T000461,Bernard Sanders,Patrick Toomey,11,24,0
K000384,M001169,Tim Kaine,Christopher Murphy,23,24,2
F000457,N000032,Al Franken,Bill Nelson,24,25,3
B001267,T000464,Michael Bennet,Jon Tester,21,25,2
C001100,L000550,Jeffrey Chiesa,Mary Landrieu,5,5,0
M001169,R000122,Christopher Murphy,Jack Reed,23,24,4
F000457,W000817,Al Franken,Elizabeth Warren,21,24,4
B001277,W000437,Richard Blumenthal,Roger Wicker,20,25,1
C000174,W000437,Thomas Carper,Roger Wicker,18,25,0
K000360,R000122,Mark Kirk,Jack Reed,15,22,3
B001265,M001170,Mark Begich,Claire McCaskill,19,19,3
B001230,D000563,Tammy Baldwin,Richard Durbin,22,24,3
A000360,H001041,Lamar Alexander,Dean Heller,13,22,1
C001098,D000563,Ted Cruz,Richard Durbin,8,24,0
H000338,W000817,Orrin Hatch,Elizabeth Warren,12,24,0
G000359,H001049,Lindsey Graham,Kay Hagan,19,25,2
B001288,M000639,Cory Booker,Robert Menendez,13,13,3
D000563,S000033,Richard Durbin,Bernard Sanders,23,24,2
C001099,M001170,William Cowan,Claire McCaskill,6,6,2
K000360,L000174,Mark Kirk,Patrick Leahy,13,22,2
D000607,T000250,Joe Donnelly,John Thune,15,24,1
C000542,C001088,Daniel Coats,Christopher Coons,15,24,0
C000127,W000818,Maria Cantwell,John Walsh,10,11,0
H001041,L000123,Dean Heller,Frank Lautenberg,3,3,1
B001135,S000320,Richard Burr,Richard Shelby,15,25,1
F000444,H001061,Jeff Flake,John Hoeven,12,24,1
B001135,C001099,Richard Burr,William Cowan,3,6,0
C000567,R000122,Thad Cochran,Jack Reed,16,22,1
B001277,M001153,Richard Blumenthal,Lisa Murkowski,20,23,2
C000560,C001035,Tom Coburn,Susan Collins,7,23,1
H001046,S001141,Martin Heinrich,Jeff Sessions,8,22,0
B000944,F000463,Sherrod Brown,Deb Fischer,12,23,0
F000457,S000033,Al Franken,Bernard Sanders,22,24,2
A000368,I000024,Kelly Ayotte,James Inhofe,15,22,1
E000285,G000386,Michael Enzi,Charles Grassley,21,25,1
B001288,M000934,Cory Booker,Jerry Moran,5,10,0
B001288,H001069,Cory Booker,Heidi Heitkamp,11,12,2
B001265,B001135,Mark Begich,Richard Burr,15,23,1
M000934,M001153,Jerry Moran,Lisa Murkowski,11,19,2
K000383,P000449,Angus King,Rob Portman,14,23,0
C000542,P000603,Daniel Coats,Rand Paul,15,23,1
C000141,I000024,Benjamin Cardin,James Inhofe,9,22,0
C000560,K000148,Tom Coburn,John Kerry,1,2,0
S001181,S000320,Jeanne Shaheen,Richard Shelby,13,25,0
F000457,R000584,Al Franken,Jim Risch,10,25,0
B001265,K000360,Mark Begich,Mark Kirk,16,20,3
B000243,M000133,Max Baucus,Edward Markey,4,5,1
B001265,M001169,Mark Begich,Christopher Murphy,20,22,2
C001071,F000463,Bob Corker,Deb Fischer,20,24,1
B001135,R000595,Richard Burr,Marco Rubio,16,24,1
B001267,K000148,Michael Bennet,John Kerry,1,2,0
M000133,V000127,Edward Markey,David Vitter,11,16,1
C000127,V000127,Maria Cantwell,David Vitter,17,25,0
M000934,U000038,Jerry Moran,Mark Udall,11,20,1
C001099,K000360,William Cowan,Mark Kirk,3,6,2
B000575,F000463,Roy Blunt,Deb Fischer,18,24,1
M001169,S000320,Christopher Murphy,Richard Shelby,13,24,0
C001098,I000024,Ted Cruz,James Inhofe,18,21,1
C001099,M001169,William Cowan,Christopher Murphy,6,6,3
B001230,I000024,Tammy Baldwin,James Inhofe,9,21,0
B001236,C000542,John Boozman,Daniel Coats,22,25,1
C001056,H001061,John Cornyn,John Hoeven,14,24,1
M001183,S000770,Joe Manchin,Debbie Stabenow,20,24,1
B001267,C001035,Michael Bennet,Susan Collins,23,25,2
H001042,L000174,Mazie Hirono,Patrick Leahy,22,24,2
C000141,D000563,Benjamin Cardin,Richard Durbin,24,25,4
B001265,C000567,Mark Begich,Thad Cochran,17,20,2
T000250,U000038,John Thune,Mark Udall,15,24,0
M001153,P000590,Lisa Murkowski,Mark Pryor,22,23,2
C000127,N000032,Maria Cantwell,Bill Nelson,25,25,2
C001070,C001071,Bob Casey,Bob Corker,16,24,0
F000062,H001069,Dianne Feinstein,Heidi Heitkamp,22,23,3
J000291,R000584,Mike Johanns,Jim Risch,17,23,1
B000575,C001070,Roy Blunt,Bob Casey,20,24,0
A000368,D000563,Kelly Ayotte,Richard Durbin,18,25,1
B001135,R000122,Richard Burr,Jack Reed,14,25,0
F000457,I000055,Al Franken,Johnny Isakson,18,25,2
C000560,T000464,Tom Coburn,Jon Tester,9,23,1
I000024,J000177,James Inhofe,Tim Johnson,10,22,0
C000567,S000320,Thad Cochran,Richard Shelby,15,22,1
H000338,K000367,Orrin Hatch,Amy Klobuchar,14,25,0
M001170,R000595,Claire McCaskill,Marco Rubio,7,20,1
B001230,W000818,Tammy Baldwin,John Walsh,9,11,0
C000286,W000779,Saxby Chambliss,Ron Wyden,16,24,0
M000702,T000461,Barbara Mikulski,Patrick Toomey,12,25,0
S000033,W000817,Bernard Sanders,Elizabeth Warren,23,23,2
C000141,S000770,Benjamin Cardin,Debbie Stabenow,25,25,2
C001088,R000146,Christopher Coons,Harry Reid,24,24,2
C000542,T000461,Daniel Coats,Patrick Toomey,19,25,1
F000463,S001181,Deb Fischer,Jeanne Shaheen,13,24,0
R000361,W000818,John Rockefeller,John Walsh,10,11,0
R000122,W000779,Jack Reed,Ron Wyden,20,25,3
K000383,L000550,Angus King,Mary Landrieu,21,22,3
F000457,W000818,Al Franken,John Walsh,9,11,0
F000444,K000360,Jeff Flake,Mark Kirk,17,22,1
G000359,H001061,Lindsey Graham,John Hoeven,21,25,2
K000383,W000817,Angus King,Elizabeth Warren,21,23,3
C001100,G000555,Jeffrey Chiesa,Kirsten Gillibrand,4,5,0
J000291,U000039,Mike Johanns,Tom Udall,13,23,0
K000367,U000039,Amy Klobuchar,Tom Udall,23,25,2
A000368,S000770,Kelly Ayotte,Debbie Stabenow,17,25,1
A000368,K000383,Kelly Ayotte,Angus King,17,23,1
H001046,M001170,Martin Heinrich,Claire McCaskill,19,20,2
C001099,U000039,William Cowan,Tom Udall,6,6,2
B001288,U000038,Cory Booker,Mark Udall,13,13,1
A000360,H001042,Lamar Alexander,Mazie Hirono,14,22,1
H001049,S001141,Kay Hagan,Jeff Sessions,10,23,1
C001035,L000261,Susan Collins,Carl Levin,24,25,3
B000711,L000261,Barbara Boxer,Carl Levin,22,23,2
C000127,D000607,Maria Cantwell,Joe Donnelly,23,24,2
B001230,W000817,Tammy Baldwin,Elizabeth Warren,22,24,2
C001098,W000817,Ted Cruz,Elizabeth Warren,6,24,0
P000603,R000146,Rand Paul,Harry Reid,8,23,0
B000944,E000285,Sherrod Brown,Michael Enzi,10,24,0
B001277,M000702,Richard Blumenthal,Barbara Mikulski,24,25,3
B001135,H001046,Richard Burr,Martin Heinrich,15,24,0
C001070,S001181,Bob Casey,Jeanne Shaheen,22,24,2
G000386,J000293,Charles Grassley,Ron Johnson,18,25,1
M001183,T000464,Joe Manchin,Jon Tester,20,24,2
G000386,S001181,Charles Grassley,Jeanne Shaheen,13,25,0
H001049,J000293,Kay Hagan,Ron Johnson,8,25,1
T000250,U000039,John Thune,Tom Udall,14,25,0
W000817,W000437,Elizabeth Warren,Roger Wicker,18,24,1
C000880,U000039,Michael Crapo,Tom Udall,9,25,1
G000555,W000805,Kirsten Gillibrand,Mark Warner,21,24,3
H001042,S001184,Mazie Hirono,Tim Scott,8,24,0
H001042,L000123,Mazie Hirono,Frank Lautenberg,3,3,2
F000062,P000590,Dianne Feinstein,Mark Pryor,24,25,2
M001153,W000437,Lisa Murkowski,Roger Wicker,19,23,2
M000133,R000595,Edward Markey,Marco Rubio,7,15,0
B001265,K000384,Mark Begich,Tim Kaine,21,22,2
L000174,S001181,Patrick Leahy,Jeanne Shaheen,21,25,2
C001070,M000934,Bob Casey,Jerry Moran,13,20,1
B000243,C000880,Max Baucus,Michael Crapo,6,14,1
P000590,T000464,Mark Pryor,Jon Tester,23,25,2
C001071,F000444,Bob Corker,Jeff Flake,17,24,1
C001035,G000359,Susan Collins,Lindsey Graham,19,25,3
B001265,B001236,Mark Begich,John Boozman,14,23,1
B001230,M001176,Tammy Baldwin,Jeff Merkley,19,23,3
K000360,K000367,Mark Kirk,Amy Klobuchar,14,22,3
C001098,M001176,Ted Cruz,Jeff Merkley,7,23,0
B000243,F000457,Max Baucus,Al Franken,13,14,2
C001099,K000384,William Cowan,Tim Kaine,6,6,2
M000133,R000584,Edward Markey,Jim Risch,6,16,0
K000384,S000320,Tim Kaine,Richard Shelby,14,24,0
C000286,W000437,Saxby Chambliss,Roger Wicker,22,24,1
B001236,C001099,John Boozman,William Cowan,4,6,1
A000368,B001261,Kelly Ayotte,John Barrasso,16,24,1
C000174,C001098,Thomas Carper,Ted Cruz,10,24,0
A000360,B000575,Lamar Alexander,Roy Blunt,16,23,2
B001230,C000174,Tammy Baldwin,Thomas Carper,20,24,2
B001236,S000320,John Boozman,Richard Shelby,18,25,1
L000577,M000934,Mike Lee,Jerry Moran,12,20,1
A000360,R000122,Lamar Alexander,Jack Reed,14,23,1
M001183,M000702,Joe Manchin,Barbara Mikulski,21,24,1
K000384,R000146,Tim Kaine,Harry Reid,24,24,2
M000355,U000038,Mitch McConnell,Mark Udall,14,24,0
J000293,S001184,Ron Johnson,Tim Scott,19,24,1
C001071,L000123,Bob Corker,Frank Lautenberg,1,3,0
J000177,M001176,Tim Johnson,Jeff Merkley,21,24,3
P000603,R000584,Rand Paul,Jim Risch,20,23,1
B001265,S001181,Mark Begich,Jeanne Shaheen,22,23,2
B001288,L000261,Cory Booker,Carl Levin,13,13,1
B000575,L000123,Roy Blunt,Frank Lautenberg,1,3,0
H001041,R000146,Dean Heller,Harry Reid,17,24,1
K000360,S000770,Mark Kirk,Debbie Stabenow,14,22,2
C000286,M001153,Saxby Chambliss,Lisa Murkowski,16,22,1
L000577,P000449,Mike Lee,Rob Portman,13,24,1
B000243,J000291,Max Baucus,Mike Johanns,8,14,0
C000174,J000177,Thomas Carper,Tim Johnson,21,25,3
C000542,C000567,Daniel Coats,Thad Cochran,18,22,1
C000880,H000206,Michael Crapo,Tom Harkin,8,24,1
B001230,W000802,Tammy Baldwin,Sheldon Whitehouse,21,24,2
C001098,W000802,Ted Cruz,Sheldon Whitehouse,7,24,0
K000367,P000603,Amy Klobuchar,Rand Paul,9,23,0
A000360,S001181,Lamar Alexander,Jeanne Shaheen,15,23,1
K000384,U000039,Tim Kaine,Tom Udall,23,24,2
C001099,T000461,William Cowan,Patrick Toomey,2,6,0
C001071,L000174,Bob Corker,Patrick Leahy,12,25,0
C001056,K000148,John Cornyn,John Kerry,1,2,0
C001088,H001046,Christopher Coons,Martin Heinrich,23,23,2
S000320,W000818,Richard Shelby,John Walsh,7,11,1
B000575,L000174,Roy Blunt,Patrick Leahy,16,25,0
F000457,H000206,Al Franken,Tom Harkin,22,24,3
S001194,T000464,Brian Schatz,Jon Tester,20,23,2
E000285,H001061,Michael Enzi,John Hoeven,15,25,1
F000463,H001042,Deb Fischer,Mazie Hirono,13,24,0
C001035,C001056,Susan Collins,John Cornyn,12,24,1
P000590,S000148,Mark Pryor,Charles Schumer,24,25,1
B001267,H001061,Michael Bennet,John Hoeven,21,25,0
K000384,M001111,Tim Kaine,Patty Murray,21,21,2
B001265,T000461,Mark Begich,Patrick Toomey,13,23,1
L000123,S001181,Frank Lautenberg,Jeanne Shaheen,3,3,2
C000127,P000449,Maria Cantwell,Rob Portman,15,25,0
T000461,W000779,Patrick Toomey,Ron Wyden,15,25,0
J000177,W000802,Tim Johnson,Sheldon Whitehouse,21,25,3
D000563,U000038,Richard Durbin,Mark Udall,24,24,3
H001069,M000303,Heidi Heitkamp,John McCain,14,21,1
B000711,U000038,Barbara Boxer,Mark Udall,21,22,2
J000293,L000550,Ron Johnson,Mary Landrieu,8,24,1
H001049,M001183,Kay Hagan,Joe Manchin,22,24,3
K000383,U000039,Angus King,Tom Udall,22,23,2
L000550,P000590,Mary Landrieu,Mark Pryor,24,24,3
H000206,S001181,Tom Harkin,Jeanne Shaheen,22,24,3
H001046,P000603,Martin Heinrich,Rand Paul,8,22,0
L000577,P000590,Mike Lee,Mark Pryor,5,24,1
D000607,K000367,Joe Donnelly,Amy Klobuchar,22,24,3
M000303,M001153,John McCain,Lisa Murkowski,14,22,1
B001135,R000146,Richard Burr,Harry Reid,16,25,0
B001135,F000444,Richard Burr,Jeff Flake,16,24,1
G000555,M001111,Kirsten Gillibrand,Patty Murray,21,22,2
C001070,H001042,Bob Casey,Mazie Hirono,21,23,2
C001088,E000285,Christopher Coons,Michael Enzi,11,24,0
F000444,R000122,Jeff Flake,Jack Reed,11,24,0
C000141,S000148,Benjamin Cardin,Charles Schumer,24,25,3
T000464,W000818,Jon Tester,John Walsh,11,11,1
B001230,C000127,Tammy Baldwin,Maria Cantwell,22,24,2
C001099,M000639,William Cowan,Robert Menendez,6,6,2
C000127,C001098,Maria Cantwell,Ted Cruz,8,24,0
F000457,H001049,Al Franken,Kay Hagan,23,25,3
C000567,W000779,Thad Cochran,Ron Wyden,16,22,1
C001056,G000555,John Cornyn,Kirsten Gillibrand,10,24,0
C000286,C001099,Saxby Chambliss,William Cowan,5,6,0
B001236,W000437,John Boozman,Roger Wicker,19,25,1
C000286,S000320,Saxby Chambliss,Richard Shelby,15,24,1
C000174,H000338,Thomas Carper,Orrin Hatch,16,25,0
S001194,S001184,Brian Schatz,Tim Scott,8,22,0
K000360,M000639,Mark Kirk,Robert Menendez,14,22,3
M001153,S001184,Lisa Murkowski,Tim Scott,11,22,1
C000560,M000934,Tom Coburn,Jerry Moran,11,19,1
M000639,M001169,Robert Menendez,Christopher Murphy,24,24,3
D000563,W000818,Richard Durbin,John Walsh,10,11,0
H000206,M001111,Tom Harkin,Patty Murray,20,21,2
B001265,C000286,Mark Begich,Saxby Chambliss,17,22,1
H001061,R000361,John Hoeven,John Rockefeller,22,25,0
C000127,S000033,Maria Cantwell,Bernard Sanders,23,24,2
B001288,C001070,Cory Booker,Bob Casey,11,12,2
B001261,H000206,John Barrasso,Tom Harkin,11,23,0
B000944,M000934,Sherrod Brown,Jerry Moran,10,20,1
B000944,H001069,Sherrod Brown,Heidi Heitkamp,19,22,2
B000711,L000123,Barbara Boxer,Frank Lautenberg,3,3,2
K000360,W000779,Mark Kirk,Ron Wyden,15,22,2
B001236,M001153,John Boozman,Lisa Murkowski,13,23,1
C001035,M001111,Susan Collins,Patty Murray,21,22,2
R000146,S000148,Harry Reid,Charles Schumer,25,25,2
R000361,T000464,John Rockefeller,Jon Tester,22,25,2
C001070,J000177,Bob Casey,Tim Johnson,22,24,2
E000285,K000148,Michael Enzi,John Kerry,1,2,0
S001181,U000038,Jeanne Shaheen,Mark Udall,23,24,2
C000567,M000639,Thad Cochran,Robert Menendez,17,22,1
R000584,W000817,Jim Risch,Elizabeth Warren,8,24,0
T000250,T000461,John Thune,Patrick Toomey,16,25,1
C001035,E000285,Susan Collins,Michael Enzi,13,25,2
F000062,S001141,Dianne Feinstein,Jeff Sessions,9,23,0
B001288,F000463,Cory Booker,Deb Fischer,7,13,0
C000560,G000386,Tom Coburn,Charles Grassley,15,23,1
I000024,N000032,James Inhofe,Bill Nelson,10,22,0
A000368,J000291,Kelly Ayotte,Mike Johanns,11,23,1
B001277,R000146,Richard Blumenthal,Harry Reid,24,25,2
H001061,S001194,John Hoeven,Brian Schatz,20,23,1
H001069,P000449,Heidi Heitkamp,Rob Portman,15,23,1
B000711,L000174,Barbara Boxer,Patrick Leahy,22,23,2
L000174,M000934,Patrick Leahy,Jerry Moran,9,21,1
D000607,I000024,Joe Donnelly,James Inhofe,10,21,1
C000542,H000206,Daniel Coats,Tom Harkin,14,24,0
G000555,R000307,Kirsten Gillibrand,Pat Roberts,8,24,0
A000360,M000355,Lamar Alexander,Mitch McConnell,17,23,1
S001181,S000770,Jeanne Shaheen,Debbie Stabenow,23,25,2
H001069,I000055,Heidi Heitkamp,Johnny Isakson,18,23,2
C000141,J000291,Benjamin Cardin,Mike Johanns,13,23,1
H000338,W000802,Orrin Hatch,Sheldon Whitehouse,14,25,0
M001183,S001141,Joe Manchin,Jeff Sessions,11,22,1
L000550,S001194,Mary Landrieu,Brian Schatz,21,22,3
F000444,T000250,Jeff Flake,John Thune,15,24,1
G000555,G000359,Kirsten Gillibrand,Lindsey Graham,17,25,1
C001100,H001061,Jeffrey Chiesa,John Hoeven,5,5,0
D000563,R000584,Richard Durbin,Jim Risch,9,25,0
T000461,W000437,Patrick Toomey,Roger Wicker,14,25,1
H001069,H001042,Heidi Heitkamp,Mazie Hirono,21,23,3
G000386,M001183,Charles Grassley,Joe Manchin,12,24,1
C001071,U000038,Bob Corker,Mark Udall,15,24,1
B001261,B000243,John Barrasso,Max Baucus,7,13,0
T000464,U000039,Jon Tester,Tom Udall,21,25,2
H001061,W000805,John Hoeven,Mark Warner,21,24,1
C000141,C000880,Benjamin Cardin,Michael Crapo,9,25,2
M001176,P000449,Jeff Merkley,Rob Portman,14,24,0
J000291,S000770,Mike Johanns,Debbie Stabenow,13,23,0
A000368,F000457,Kelly Ayotte,Al Franken,17,25,1
C000141,T000250,Benjamin Cardin,John Thune,14,25,0
M001176,S000033,Jeff Merkley,Bernard Sanders,21,23,2
N000032,W000817,Bill Nelson,Elizabeth Warren,22,24,3
B000944,P000590,Sherrod Brown,Mark Pryor,21,24,1
S000770,W000818,Debbie Stabenow,John Walsh,10,11,0
B000575,U000038,Roy Blunt,Mark Udall,18,24,1
M000303,P000603,John McCain,Rand Paul,15,22,1
A000368,C000880,Kelly Ayotte,Michael Crapo,15,25,2
M001153,T000461,Lisa Murkowski,Patrick Toomey,13,23,1
R000307,W000802,Pat Roberts,Sheldon Whitehouse,8,24,0
C000141,F000457,Benjamin Cardin,Al Franken,23,25,4
C000174,P000449,Thomas Carper,Rob Portman,16,25,0
C000567,M001153,Thad Cochran,Lisa Murkowski,16,20,2
B001277,R000122,Richard Blumenthal,Jack Reed,24,25,4
H000206,S001184,Tom Harkin,Tim Scott,8,23,0
C000286,C000542,Saxby Chambliss,Daniel Coats,22,24,1
H000338,I000024,Orrin Hatch,James Inhofe,17,22,1
L000123,W000437,Frank Lautenberg,Roger Wicker,3,3,0
J000177,K000367,Tim Johnson,Amy Klobuchar,23,25,4
G000555,L000261,Kirsten Gillibrand,Carl Levin,24,25,2
D000563,H000206,Richard Durbin,Tom Harkin,23,24,3
C001100,K000148,Jeffrey Chiesa,John Kerry,0,0,0
H001041,M000934,Dean Heller,Jerry Moran,12,21,2
H001069,H001041,Heidi Heitkamp,Dean Heller,16,22,2
C000174,V000127,Thomas Carper,David Vitter,14,25,0
B001261,U000039,John Barrasso,Tom Udall,12,24,0
D000607,W000802,Joe Donnelly,Sheldon Whitehouse,20,24,2
B001288,L000123,Cory Booker,Frank Lautenberg,0,0,1
G000359,S001194,Lindsey Graham,Brian Schatz,16,23,1
M000355,W000779,Mitch McConnell,Ron Wyden,13,25,0
C001100,C001035,Jeffrey Chiesa,Susan Collins,5,5,0
K000360,M001153,Mark Kirk,Lisa Murkowski,16,20,2
B000711,C001070,Barbara Boxer,Bob Casey,20,22,2
M001176,N000032,Jeff Merkley,Bill Nelson,22,24,3
K000384,W000779,Tim Kaine,Ron Wyden,21,24,2
B001230,K000367,Tammy Baldwin,Amy Klobuchar,23,24,3
C000542,W000437,Daniel Coats,Roger Wicker,20,25,1
C001098,K000367,Ted Cruz,Amy Klobuchar,9,24,0
H001049,H001069,Kay Hagan,Heidi Heitkamp,23,23,4
R000584,S000320,Jim Risch,Richard Shelby,18,25,1
M001183,S001184,Joe Manchin,Tim Scott,12,23,1
B000243,S000770,Max Baucus,Debbie Stabenow,12,14,2
H001046,L000123,Martin Heinrich,Frank Lautenberg,3,3,2
B001288,F000444,Cory Booker,Jeff Flake,6,13,0
B001267,W000817,Michael Bennet,Elizabeth Warren,22,24,2
C000560,L000550,Tom Coburn,Mary Landrieu,7,23,1
G000386,R000122,Charles Grassley,Jack Reed,10,25,0
C000174,N000032,Thomas Carper,Bill Nelson,20,25,2
B001277,R000595,Richard Blumenthal,Marco Rubio,8,24,0
R000361,S000148,John Rockefeller,Charles Schumer,25,25,2
B001261,W000818,John Barrasso,John Walsh,8,11,1
H001049,K000360,Kay Hagan,Mark Kirk,16,22,3
G000359,U000038,Lindsey Graham,Mark Udall,17,24,1
K000148,T000464,John Kerry,Jon Tester,2,2,0
F000463,M000355,Deb Fischer,Mitch McConnell,19,24,1
C000174,D000607,Thomas Carper,Joe Donnelly,21,24,2
M001111,V000127,Patty Murray,David Vitter,15,22,0
V000127,W000802,David Vitter,Sheldon Whitehouse,14,25,1
M000639,P000590,Robert Menendez,Mark Pryor,23,25,1
C001070,C000567,Bob Casey,Thad Cochran,19,21,1
B001267,G000555,Michael Bennet,Kirsten Gillibrand,21,25,2
